999 IPGP 1.0 24 3T 001 104 QC10 -37.5413 -72.8147 94 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 105 QC11 -37.7666 -73.4893 157 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 106 QC12 -34.1893 -71.1986 192 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 107 QC13 -33.9979 -71.6092 250 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 108 QC14 -37.3263 -72.9344 178 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 109 QF01 -32.5581 -70.9289 594 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 110 F021 -34.3848 -72.0134 16 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 111 F022 -34.4019 -72.0161 93 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 112 F02A -34.3848 -72.0134 16 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 113 F02B -34.4019 -72.0161 93 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 114 QF03 -32.5786 -71.4528 49 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 115 QF04 -33.1436 -70.6749 699 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 116 QF05 -34.0005 -71.6051 281 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 117 QF06 -33.3090 -71.3908 329 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 118 QF07 -33.3090 -71.3908 329 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 119 QF08 -35.4273 -71.6476 91 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 120 QF09 -32.9760 -71.0156 2187 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 121 QF10 -32.9760 -71.0156 2187 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 122 QF11 -36.4057 -72.4013 0 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 123 QF12 -34.3540 -71.7122 636 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 124 QF13 -35.4206 -71.6984 155 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 125 QF14 -35.2054 -71.9666 86 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 126 QF15 -35.4254 -71.6016 115 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 127 QF16 -34.2398 -71.8836 378 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 128 QF17 -34.6431 -71.8954 0 2010.01.01 00:00 2010.12.31 24:00 IPGP
999 IPGP 1.0 24 3T 001 129 QF18 -35.4213 -71.6666 105 2010.01.01 00:00 2010.12.31 24:00 IPGP
